"LogbookID";"UserID";"Timestamp";"Category";"ActionString";"Items";"IsAdminEntry";"Group"
"190827";"41835482";"2014-11-28 17:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"212473";"41851210";"2014-11-28 18:01:16";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"480466";"41818519";"2014-11-28 17:01:18";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"517740";"41818519";"2014-11-28 18:01:26";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"259752";"37538081";"2014-11-28 18:01:05";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"40 STATS-USA 1 (Eastcoast)"
"307659";"11099216";"2014-11-28 17:01:17";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"341345";"3547609";"2014-11-28 18:01:28";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"958692";"41953625";"2014-11-28 17:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"1039215";"39997743";"2014-11-28 18:01:22";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"566929";"32988222";"2014-11-28 17:01:17";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
"604246";"41813494";"2014-11-28 18:01:26";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
