"LogbookID";"UserID";"Timestamp";"Category";"ActionString";"Items";"IsAdminEntry";"Group"
"3487";"20855111";"2014-12-08 00:01:44";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"53371";"8219662";"2014-12-08 01:01:12";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"82463";"11553208";"2014-12-08 02:01:15";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"108380";"18571298";"2014-12-08 03:01:11";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"130242";"41829595";"2014-12-08 04:01:19";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"149218";"41837265";"2014-12-08 05:01:15";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"165229";"29283644";"2014-12-08 06:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"187809";"13038566";"2014-12-08 07:01:10";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"211255";"13038566";"2014-12-08 08:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"238274";"13038566";"2014-12-08 09:01:10";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"272550";"12729490";"2014-12-08 10:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"304611";"41839364";"2014-12-08 11:01:07";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"338081";"35021147";"2014-12-08 12:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"383596";"5711562";"2014-12-08 13:01:10";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"426257";"37962802";"2014-12-08 14:01:25";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"469756";"41829334";"2014-12-08 15:01:14";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"505904";"6532499";"2014-12-08 16:01:48";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"551817";"9351872";"2014-12-08 17:01:19";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"598609";"6532499";"2014-12-08 18:01:40";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"655702";"26337129";"2014-12-08 19:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"4777";"26358408";"2014-12-08 00:02:23";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"108002";"42190503";"2014-12-08 01:01:16";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"161521";"13957782";"2014-12-08 02:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"202396";"13957782";"2014-12-08 03:01:12";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"241572";"35725024";"2014-12-08 04:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"276397";"10369195";"2014-12-08 05:01:14";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"314983";"42190503";"2014-12-08 06:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"359061";"37493400";"2014-12-08 07:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"402381";"39997743";"2014-12-08 08:01:22";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"452518";"27978621";"2014-12-08 09:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"502346";"27978621";"2014-12-08 10:01:28";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"556608";"27978621";"2014-12-08 11:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"622290";"27978621";"2014-12-08 12:01:26";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"677941";"17125041";"2014-12-08 13:01:15";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"744358";"27978621";"2014-12-08 14:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"812570";"2338935";"2014-12-08 15:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"874613";"2338935";"2014-12-08 16:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"944639";"13957782";"2014-12-08 17:01:14";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"1019488";"37493400";"2014-12-08 18:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"14 STATS-Global Europe 1"
"3168";"38925543";"2014-12-08 00:01:41";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"24588";"38925543";"2014-12-08 01:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"36662";"41851502";"2014-12-08 02:01:17";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"53893";"30871713";"2014-12-08 04:01:19";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"60042";"30871713";"2014-12-08 05:01:14";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"67689";"39981490";"2014-12-08 06:01:19";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"76425";"41851628";"2014-12-08 07:01:08";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"85599";"38925543";"2014-12-08 08:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"97379";"38925543";"2014-12-08 09:01:10";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"113108";"38925543";"2014-12-08 10:01:18";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"123940";"38925543";"2014-12-08 11:01:09";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"136460";"8110272";"2014-12-08 12:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"152426";"38925543";"2014-12-08 13:01:11";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"168579";"38925543";"2014-12-08 14:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"183200";"30871713";"2014-12-08 15:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"199712";"38925543";"2014-12-08 16:01:45";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"219280";"38925543";"2014-12-08 17:01:16";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"241798";"41851210";"2014-12-08 18:01:40";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"1281";"11264357";"2014-12-08 00:01:47";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"20973";"40570156";"2014-12-08 01:01:15";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"31196";"12177291";"2014-12-08 02:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"41767";"40570156";"2014-12-08 03:01:11";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"48608";"40570156";"2014-12-08 04:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"52791";"40570156";"2014-12-08 05:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"56659";"11451175";"2014-12-08 06:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"64932";"11053479";"2014-12-08 07:01:12";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"75823";"41088281";"2014-12-08 08:01:22";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"84674";"41088281";"2014-12-08 09:01:10";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
