"LogbookID";"UserID";"Timestamp";"Category";"ActionString";"Items";"IsAdminEntry";"Group"
"313197";"39981490";"2014-11-30 19:01:30";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"335592";"41851394";"2014-11-30 20:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"363062";"41457740";"2014-11-30 21:01:25";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"391904";"41851210";"2014-11-30 22:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"420480";"41851394";"2014-11-30 23:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"39 STATS-England 1"
"377534";"41936762";"2014-11-30 20:01:06";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"40 STATS-USA 1 (Eastcoast)"
"402229";"41936762";"2014-11-30 21:01:05";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"40 STATS-USA 1 (Eastcoast)"
"425642";"41936762";"2014-11-30 22:01:05";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"40 STATS-USA 1 (Eastcoast)"
"445289";"41936762";"2014-11-30 23:01:04";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"40 STATS-USA 1 (Eastcoast)"
"523231";"41822969";"2014-11-30 19:01:23";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"561905";"11344825";"2014-11-30 20:01:27";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"607993";"41834105";"2014-11-30 21:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"656513";"11344825";"2014-11-30 22:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"698443";"41807045";"2014-11-30 23:01:13";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"41 STATS-France 1"
"697579";"34454829";"2014-11-30 18:01:29";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"756375";"39691701";"2014-11-30 19:01:30";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"822079";"40087961";"2014-11-30 20:01:17";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"891937";"41829391";"2014-11-30 21:01:25";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"957213";"6973826";"2014-11-30 22:01:12";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"1019718";"7131735";"2014-11-30 23:01:23";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"38 STATS-Germany 1"
"721737";"39973991";"2014-11-30 19:01:20";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
"769436";"41862834";"2014-11-30 20:01:26";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
"823822";"41816214";"2014-11-30 21:01:18";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
"865983";"32988222";"2014-11-30 22:01:21";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
"909004";"27265410";"2014-11-30 23:01:19";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"42 STATS-Italy 1"
"316265";"12873470";"2014-11-30 18:01:32";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"346086";"41768916";"2014-11-30 19:01:15";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"381102";"41717887";"2014-11-30 20:01:35";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"418550";"41717887";"2014-11-30 21:01:15";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"447554";"41819178";"2014-11-30 22:01:24";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"469971";"17085118";"2014-11-30 23:01:11";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"74 STATS-Scandinavia 1"
"476233";"40721341";"2014-11-30 18:01:05";"purchase";"User:AuctionWin";"{"AuctionAmount":1,"AuctionItemName":"labels_Weapons_52"}";"0";"66 STATS-Russia 1"
